tactic,technique_id,technique,audit_category,audit_sub_category,event_id,message
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1041,Exfiltration Over C2 Channel,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1048,Exfiltration Over Alternative Protocol,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Exfiltration,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Exfiltration,T1052,Exfiltration Over Physical Medium,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1052,Exfiltration Over Physical Medium,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1052,Exfiltration Over Physical Medium,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1052,Exfiltration Over Physical Medium,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1052.001,Exfiltration over USB,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1052.001,Exfiltration over USB,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1052.001,Exfiltration over USB,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1052.001,Exfiltration over USB,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1074,Data Staged,Object Access,File System,4656,A handle to an object was requested.
Collection,T1074,Data Staged,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1074,Data Staged,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1074,Data Staged,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1074.001,Local Data Staging,Object Access,File System,4656,A handle to an object was requested.
Collection,T1074.001,Local Data Staging,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1074.001,Local Data Staging,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1074.001,Local Data Staging,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1074.002,Remote Data Staging,Object Access,File System,4656,A handle to an object was requested.
Collection,T1074.002,Remote Data Staging,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1074.002,Remote Data Staging,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1074.002,Remote Data Staging,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1087,Account Discovery,Object Access,File System,4656,A handle to an object was requested.
Discovery,T1087,Account Discovery,Object Access,SAM,4661,A handle to an object was requested.
Discovery,T1087,Account Discovery,Object Access,File System,4663,An attempt was made to access an object.
Discovery,T1087,Account Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1087.001,Local Account,Object Access,File System,4656,A handle to an object was requested.
Discovery,T1087.001,Local Account,Object Access,SAM,4661,A handle to an object was requested.
Discovery,T1087.001,Local Account,Object Access,File System,4663,An attempt was made to access an object.
Discovery,T1087.001,Local Account,Detailed Tracking,Process Creation,4688,A new process has been created.
Lateral Movement,T1091,Replication Through Removable Media,Object Access,File System,4656,A handle to an object was requested.
Lateral Movement,T1091,Replication Through Removable Media,Object Access,SAM,4661,A handle to an object was requested.
Lateral Movement,T1091,Replication Through Removable Media,Object Access,File System,4663,An attempt was made to access an object.
Lateral Movement,T1091,Replication Through Removable Media,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1114.001,Local Email Collection,Object Access,File System,4656,A handle to an object was requested.
Collection,T1114.001,Local Email Collection,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1114.001,Local Email Collection,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1114.001,Local Email Collection,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1119,Automated Collection,Object Access,File System,4656,A handle to an object was requested.
Collection,T1119,Automated Collection,Object Access,SAM,4661,A handle to an object was requested.
Collection,T1119,Automated Collection,Object Access,File System,4663,An attempt was made to access an object.
Collection,T1119,Automated Collection,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1187,Forced Authentication,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1187,Forced Authentication,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1187,Forced Authentication,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1187,Forced Authentication,Object Access,File System,4670,Permissions on an object were changed.
Discovery,T1217,Browser Bookmark Discovery,Object Access,File System,4656,A handle to an object was requested.
Discovery,T1217,Browser Bookmark Discovery,Object Access,SAM,4661,A handle to an object was requested.
Discovery,T1217,Browser Bookmark Discovery,Object Access,File System,4663,An attempt was made to access an object.
Discovery,T1217,Browser Bookmark Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1539,Steal Web Session Cookie,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1539,Steal Web Session Cookie,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1539,Steal Web Session Cookie,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1539,Steal Web Session Cookie,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1539,Steal Web Session Cookie,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1552.001,Credentials In Files,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1552.001,Credentials In Files,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1552.001,Credentials In Files,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1552.001,Credentials In Files,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1552.003,Bash History,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1552.003,Bash History,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1552.003,Bash History,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1552.003,Bash History,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1552.004,Private Keys,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1552.004,Private Keys,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1552.004,Private Keys,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1552.004,Private Keys,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1552.006,Group Policy Preferences,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1552.006,Group Policy Preferences,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1552.006,Group Policy Preferences,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1552.006,Group Policy Preferences,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1555,Credentials from Password Stores,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1555,Credentials from Password Stores,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1555,Credentials from Password Stores,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1555,Credentials from Password Stores,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1555,Credentials from Password Stores,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1555,Credentials from Password Stores,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1555.001,Keychain,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1555.001,Keychain,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1555.001,Keychain,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1555.001,Keychain,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1555.003,Credentials from Web Browsers,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1555.003,Credentials from Web Browsers,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1555.003,Credentials from Web Browsers,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1555.003,Credentials from Web Browsers,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1555.003,Credentials from Web Browsers,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1555.003,Credentials from Web Browsers,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1555.004,Windows Credential Manager,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1555.004,Windows Credential Manager,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1555.004,Windows Credential Manager,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1555.004,Windows Credential Manager,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1555.005,Password Managers,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1555.005,Password Managers,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1555.005,Password Managers,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1555.005,Password Managers,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1555.005,Password Managers,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1555.005,Password Managers,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Object Access,File System,4656,A handle to an object was requested.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Object Access,SAM,4661,A handle to an object was requested.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Object Access,File System,4663,An attempt was made to access an object.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Account Logon,Kerberos Authentication Service,4768,A Kerberos authentication ticket (TGT) was requested.
Credential Access,T1558,Steal or Forge Kerberos Tickets,Account Logon,Kerberos Service Ticket Operations,4769,A Kerberos service ticket was requested.
Exfiltration,T1567,Exfiltration Over Web Service,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1567,Exfiltration Over Web Service,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1567,Exfiltration Over Web Service,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1567,Exfiltration Over Web Service,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1567.001,Exfiltration to Code Repository,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1567.001,Exfiltration to Code Repository,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1567.001,Exfiltration to Code Repository,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1567.001,Exfiltration to Code Repository,Detailed Tracking,Process Creation,4688,A new process has been created.
Exfiltration,T1567.002,Exfiltration to Cloud Storage,Object Access,File System,4656,A handle to an object was requested.
Exfiltration,T1567.002,Exfiltration to Cloud Storage,Object Access,SAM,4661,A handle to an object was requested.
Exfiltration,T1567.002,Exfiltration to Cloud Storage,Object Access,File System,4663,An attempt was made to access an object.
Exfiltration,T1567.002,Exfiltration to Cloud Storage,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.001,LSASS Memory,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1003.001,LSASS Memory,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1003.001,LSASS Memory,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1055,Process Injection,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055,Process Injection,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055,Process Injection,Object Access,File System,4670,Permissions on an object were changed.
Defense Evasion,T1055.001,Dynamic-link Library Injection,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.001,Dynamic-link Library Injection,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.002,Portable Executable Injection,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.002,Portable Executable Injection,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.003,Thread Execution Hijacking,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.003,Thread Execution Hijacking,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.004,Asynchronous Procedure Call,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.004,Asynchronous Procedure Call,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.005,Thread Local Storage,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.005,Thread Local Storage,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.008,Ptrace System Calls,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.008,Ptrace System Calls,Object Access,Kernel Object,4663,An attempt was made to access an object.
Defense Evasion,T1055.012,Process Hollowing,Object Access,Kernel Object,4656,A handle to an object was requested.
Defense Evasion,T1055.012,Process Hollowing,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1555.002,Securityd Memory,Object Access,Kernel Object,4656,A handle to an object was requested.
Credential Access,T1555.002,Securityd Memory,Object Access,Kernel Object,4663,An attempt was made to access an object.
Credential Access,T1555.002,Securityd Memory,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1003.004,LSA Secrets,Object Access,Registry,4656,A handle to an object was requested.
Credential Access,T1003.004,LSA Secrets,Object Access,Registry,4663,An attempt was made to access an object.
Credential Access,T1003.004,LSA Secrets,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1012,Query Registry,Object Access,Registry,4656,A handle to an object was requested.
Discovery,T1012,Query Registry,Object Access,Registry,4663,An attempt was made to access an object.
Discovery,T1012,Query Registry,Detailed Tracking,Process Creation,4688,A new process has been created.
Credential Access,T1552.002,Credentials in Registry,Object Access,Registry,4656,A handle to an object was requested.
Credential Access,T1552.002,Credentials in Registry,Object Access,Registry,4663,An attempt was made to access an object.
Credential Access,T1552.002,Credentials in Registry,Detailed Tracking,Process Creation,4688,A new process has been created.
Discovery,T1614.001,System Language Discovery,Object Access,Registry,4656,A handle to an object was requested.
Discovery,T1614.001,System Language Discovery,Object Access,Registry,4663,An attempt was made to access an object.
Discovery,T1614.001,System Language Discovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1056,Input Capture,Object Access,Registry,4657,A registry value was modified.
Collection,T1056,Input Capture,Object Access,File System,4670,Permissions on an object were changed.
Collection,T1056,Input Capture,Object Access,Registry,4670,Permissions on an object were changed.
Collection,T1056,Input Capture,Detailed Tracking,Process Creation,4688,A new process has been created.
Collection,T1056.001,Keylogging,Object Access,Registry,4657,A registry value was modified.
Collection,T1056.001,Keylogging,Object Access,Registry,4670,Permissions on an object were changed.
Credential Access,T1111,Two-Factor Authentication Interception,Object Access,Registry,4657,A registry value was modified.
Credential Access,T1111,Two-Factor Authentication Interception,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1112,Modify Registry,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1112,Modify Registry,Object Access,Registry,4660,An object was deleted.
Defense Evasion,T1112,Modify Registry,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1112,Modify Registry,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137,Office Application Startup,Object Access,Registry,4657,A registry value was modified.
Persistence,T1137,Office Application Startup,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1137,Office Application Startup,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1137,Office Application Startup,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137.001,Office Template Macros,Object Access,Registry,4657,A registry value was modified.
Persistence,T1137.001,Office Template Macros,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1137.001,Office Template Macros,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1137.001,Office Template Macros,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137.002,Office Test,Object Access,Registry,4657,A registry value was modified.
Persistence,T1137.002,Office Test,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1137.002,Office Test,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1137.002,Office Test,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1137.006,Add-ins,Object Access,Registry,4657,A registry value was modified.
Persistence,T1137.006,Add-ins,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1137.006,Add-ins,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1137.006,Add-ins,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1218,Signed Binary Proxy Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5031,The Windows Firewall Service blocked an application from accepting incoming connections on the network.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5154,The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5155,The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5156,The Windows Filtering Platform has allowed a connection.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5157,The Windows Filtering Platform has blocked a connection.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5158,The Windows Filtering Platform has permitted a bind to a local port.
Defense Evasion,T1218,Signed Binary Proxy Execution,Object Access,Filtering Platform Connection,5159,The Windows Filtering Platform has blocked a bind to a local port.
Defense Evasion,T1218.002,Control Panel,Object Access,Registry,4657,A registry value was modified.
Defense Evasion,T1218.002,Control Panel,Object Access,Registry,4670,Permissions on an object were changed.
Defense Evasion,T1218.002,Control Panel,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1489,Service Stop,Object Access,Registry,4657,A registry value was modified.
Impact,T1489,Service Stop,Object Access,File System,4670,Permissions on an object were changed.
Impact,T1489,Service Stop,Object Access,Registry,4670,Permissions on an object were changed.
Impact,T1489,Service Stop,Detailed Tracking,Process Creation,4688,A new process has been created.
Impact,T1489,Service Stop,Detailed Tracking,Process Termination,4689,A process has exited.
Impact,T1490,Inhibit System Recovery,Object Access,Registry,4657,A registry value was modified.
Impact,T1490,Inhibit System Recovery,Object Access,File System,4660,An object was deleted.
Impact,T1490,Inhibit System Recovery,Object Access,Registry,4670,Permissions on an object were changed.
Impact,T1490,Inhibit System Recovery,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543,Create or Modify System Process,Object Access,Registry,4657,A registry value was modified.
Persistence,T1543,Create or Modify System Process,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1543,Create or Modify System Process,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1543,Create or Modify System Process,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543,Create or Modify System Process,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1543.003,Windows Service,Object Access,Registry,4657,A registry value was modified.
Persistence,T1543.003,Windows Service,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1543.003,Windows Service,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1543.003,Windows Service,System,Security System Extension,4697,A service was installed in the system.
Persistence,T1546,Event Triggered Execution,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546,Event Triggered Execution,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546,Event Triggered Execution,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546,Event Triggered Execution,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.001,Change Default File Association,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.001,Change Default File Association,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.001,Change Default File Association,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.002,Screensaver,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.002,Screensaver,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.002,Screensaver,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.002,Screensaver,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.007,Netsh Helper DLL,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.007,Netsh Helper DLL,Object Access,Registry,4670,Permissions on an object were changed.
Persistence,T1546.007,Netsh Helper DLL,Detailed Tracking,Process Creation,4688,A new process has been created.
Persistence,T1546.008,Accessibility Features,Object Access,Registry,4657,A registry value was modified.
Persistence,T1546.008,Accessibility Features,Object Access,File System,4670,Permissions on an object were changed.
Persistence,T1546.008,Accessibility Features,Object Access,Registry,4670,Permissions on an object were changed.
